ip,name,country_id,city,version,error,dnssec,reliability,checked_at,created_at
77.68.107.104,mail.computoltd.co.,GB,Gloucester,Microsoft DNS 6.0.6002 (17724D35),,false,1.00,2018-04-05T15:57:50Z,2015-01-09T13:05:42Z
109.251.72.159,109.251.72.159.freenet.com.ua.,UA,Kiev,,,false,0.97,2018-04-05T15:57:51Z,2015-01-09T13:06:11Z
66.232.146.92,,KR,,Microsoft DNS 6.0.6002 (17724D35),,false,1.00,2018-04-05T15:57:53Z,2015-01-09T13:06:35Z
202.22.215.70,70.215.22.202.ktv.ne.jp.,JP,Ota,unknown,,false,1.00,2018-04-05T15:57:52Z,2015-01-09T13:07:28Z
91.217.108.19,ns.usinsknet.ru.,RU,,9.9.3-rl.13207.22-P2-RedHat-9.9.3-16.P2.fc19,,true,1.00,2018-04-05T15:57:53Z,2015-01-09T13:10:27Z
109.224.54.107,,IQ,,,,false,1.00,2018-04-05T15:57:52Z,2015-01-09T13:13:03Z
80.14.203.180,LPuteaux-657-1-236-180.w80-14.abo.wanadoo.fr.,FR,,,,false,1.00,2018-04-05T15:57:52Z,2015-01-09T13:16:28Z
103.27.105.53,mail.kotrapharma.com.,MY,Malacca,,,true,0.97,2018-04-05T15:57:53Z,2015-01-09T13:18:41Z
46.170.35.254,orj254.internetdsl.tpnet.pl.,PL,Zlocieniec,,,false,0.79,2018-04-05T15:57:51Z,2015-01-09T13:18:49Z
209.237.227.195,,US,San Francisco,,,false,0.86,2018-04-05T15:57:52Z,2015-01-09T13:23:22Z
71.40.213.126,rrcs-71-40-213-126.sw.biz.rr.com.,US,Laredo,,,false,1.00,2018-04-05T15:57:52Z,2015-01-09T13:25:28Z
79.187.128.170,hey170.internetdsl.tpnet.pl.,PL,,,,false,1.00,2018-04-05T15:57:51Z,2015-01-09T13:34:01Z
189.30.145.42,189-30-145-42.cscgo301.ipd.brasiltelecom.net.br.,BR,Sarandi,,,false,0.76,2018-04-05T15:57:53Z,2015-01-09T13:37:50Z
202.71.98.47,,MY,Kuala Lumpur,,,false,1.00,2018-04-05T15:57:55Z,2015-01-09T13:46:58Z
36.231.27.238,36-231-27-238.dynamic-ip.hinet.net.,TW,Taipei,dnsmasq-2.52,,false,0.24,2018-04-05T15:57:55Z,2015-01-09T13:47:07Z
59.125.244.1,59-125-244-1.HINET-IP.hinet.net.,TW,,Microsoft DNS 6.1.7601 (1DB15D39),,false,1.00,2018-04-05T15:57:55Z,2015-01-09T13:49:27Z
190.11.195.9,host9.190-11-195.nodosud.com.ar.,AR,Bell Ville,,,false,0.76,2018-04-05T15:57:54Z,2015-01-09T13:54:09Z
221.160.34.3,,KR,Cheongju-si,dnsmasq-2.38,,false,1.00,2018-04-05T15:57:54Z,2015-01-09T14:00:18Z
81.23.225.34,ns.garnierprojects.nl.,NL,,9.2.1,,false,0.66,2018-04-05T15:57:56Z,2015-01-09T14:00:26Z
213.81.166.104,host104.slavconet.sk.,SK,Sabinov,,,false,1.00,2018-04-05T15:57:52Z,2015-01-09T14:00:26Z
168.126.93.7,mail.koswire.com.,KR,,Microsoft DNS 6.0.6002 (17724D35),,false,1.00,2018-04-05T15:57:54Z,2015-01-09T14:13:25Z
177.87.3.18,177-87-3-18.netcell.inf.br.,BR,Panelas,,,false,0.97,2018-04-05T15:57:54Z,2015-01-09T14:16:13Z
203.145.118.46,,TH,,,,false,0.97,2018-04-05T15:57:55Z,2015-01-09T14:20:26Z
218.208.202.161,,MY,,none of your business,,false,0.83,2018-04-05T15:57:54Z,2015-01-09T14:28:58Z
203.115.122.12,mumbai-122-12.primenet.in.,IN,Thane,,,false,1.00,2018-04-05T15:57:55Z,2015-01-09T14:30:37Z
203.115.122.5,mumbai-122-5.primenet.in.,IN,Thane,,,false,1.00,2018-04-05T15:57:56Z,2015-01-09T14:32:19Z
64.188.63.174,,US,Weehawken,Microsoft DNS 6.1.7601 (1DB15D39),,false,1.00,2018-04-05T15:57:54Z,2015-01-09T14:33:34Z
83.3.60.226,gmi226.internetdsl.tpnet.pl.,PL,,,,false,1.00,2018-04-05T15:57:53Z,2015-01-09T14:33:35Z
203.126.118.102,ns2.i-oneit.com.,SG,Singapore,,,false,1.00,2018-04-05T15:58:06Z,2015-01-09T14:35:06Z
190.149.193.181,181.193.149.190.static.intelnet.net.gt.,GT,Guatemala City,dnsmasq-2.52,,false,0.97,2018-04-05T15:57:54Z,2015-01-09T14:38:44Z
190.108.194.49,,AR,Neuquén,,,false,1.00,2018-04-05T15:57:55Z,2015-01-09T14:39:38Z
203.36.230.85,ns2.genesiscare.com.au.,AU,Mitcham,Microsoft DNS 6.1.7601 (1DB15D39),,false,1.00,2018-04-05T15:57:57Z,2015-01-09T14:42:59Z
175.100.120.27,khanaty.com.kh.,KH,,Microsoft DNS 6.1.7601 (1DB1446A),,false,0.93,2018-04-05T15:58:02Z,2015-01-09T14:46:08Z
79.175.176.44,,IR,,9.8.2rc1-RedHat-9.8.2-0.47.rc1.el6_8.4,,true,0.90,2018-04-05T15:57:59Z,2015-01-09T14:51:35Z
212.72.129.11,ns1.incloud.ge.,GE,Tbilisi,Microsoft DNS 6.1.7601 (1DB15D39),,false,1.00,2018-04-05T15:57:54Z,2015-01-09T14:55:08Z
210.255.70.234,dns1.godoshigen.co.jp.,JP,Tokyo,Microsoft DNS 6.1.7601 (1DB15D39),,false,1.00,2018-04-05T15:57:57Z,2015-01-09T14:57:55Z
46.201.243.74,74-243-201-46.pool.ukrtel.net.,UA,Lviv,,,false,0.97,2018-04-05T15:57:54Z,2015-01-09T14:58:22Z
91.205.144.27,,RU,Krasnogorsk,Microsoft DNS 6.1.7601 (1DB14556),,false,1.00,2018-04-05T15:58:02Z,2015-01-09T14:59:45Z
61.11.198.164,d61-11-198-164.cna.ne.jp.,JP,Akita,,,true,0.90,2018-04-05T15:57:57Z,2015-01-09T15:02:31Z
115.31.36.9,host009.flets-eh4.stnet.ne.jp.,JP,Tokushima,9.2.4,,false,1.00,2018-04-05T15:57:57Z,2015-01-09T15:05:09Z
23.226.80.100,,US,Owego,,,false,1.00,2018-04-05T15:57:56Z,2015-01-09T15:05:36Z
200.27.79.171,,CL,Santiago,,,false,1.00,2018-04-05T15:57:58Z,2015-01-09T15:09:49Z
24.229.250.113,cpe-static-hiltongardeninn-rtr.cmts.ave.ptd.net.,US,Bethlehem,dnsmasq-2.75,,false,1.00,2018-04-05T15:57:55Z,2015-01-09T15:10:27Z
41.110.8.149,,DZ,,Version: recursive-main/18640994,,false,1.00,2018-04-05T15:57:56Z,2015-01-09T15:13:05Z
14.50.172.5,,KR,Seoul,dnsmasq-2.38,,false,1.00,2018-04-05T15:57:56Z,2015-01-09T15:13:55Z
200.188.129.170,mail.asetamaulipas.gob.mx.,MX,Monterrey,,,false,1.00,2018-04-05T15:57:57Z,2015-01-09T15:15:15Z
87.241.25.214,cpeit_mil002843.ia.colt.net.,IT,Ardea,,,false,1.00,2018-04-05T15:57:58Z,2015-01-09T15:16:08Z
50.247.245.193,50-247-245-193-static.hfc.comcastbusiness.net.,US,Chelsea,dnsmasq-2.55,,true,0.93,2018-04-05T15:57:56Z,2015-01-09T15:17:53Z
177.136.168.39,177-136-168-39.informaxonline.com.br.,BR,Aracuai,,,false,0.97,2018-04-05T15:58:03Z,2015-01-09T15:20:42Z
199.195.5.27,,US,Mt. Vernon,,,false,0.97,2018-04-05T15:57:56Z,2015-01-09T15:21:10Z
114.202.2.46,,KR,Uijeongbu-si,,,false,1.00,2018-04-05T15:58:01Z,2015-01-09T15:21:28Z
77.92.85.48,server31047.uk2net.com.,GB,,SmartDNS 1.0.1,,false,0.97,2018-04-05T15:57:55Z,2015-01-09T15:21:28Z
77.92.85.207,server31206.uk2net.com.,GB,,dnsmasq-2.45,,false,0.97,2018-04-05T15:57:58Z,2015-01-09T15:21:28Z
195.151.239.77,,RU,Moscow,dnsmasq-2.47,,true,0.83,2018-04-05T15:57:56Z,2015-01-09T15:23:16Z
206.63.252.75,usw2-1-402-ip75.blv.nwnexus.net.,US,Sammamish,dnsmasq-2.48,,true,0.97,2018-04-05T15:58:00Z,2015-01-09T15:23:17Z
193.165.167.54,mail.cedrgroup.cz.,CZ,Ostrava,,,false,1.00,2018-04-05T15:57:56Z,2015-01-09T15:24:34Z
89.113.0.68,,RU,,dnsmasq-2.22,,true,0.97,2018-04-05T15:57:59Z,2015-01-09T15:25:11Z
113.42.221.19,113x42x221x19.ap113.ftth.ucom.ne.jp.,JP,Chiba,,,false,1.00,2018-04-05T15:57:58Z,2015-01-09T15:26:39Z
110.45.158.83,,KR,,Microsoft DNS 6.0.6002 (17724655),,false,0.97,2018-04-05T15:58:02Z,2015-01-09T15:26:58Z
61.19.124.82,,TH,Bangkok,9.3.5-P2,,false,1.00,2018-04-05T15:57:59Z,2015-01-09T15:27:29Z
184.70.61.98,,CA,Saskatoon,PowerDNS Recursor,,false,1.00,2018-04-05T15:57:57Z,2015-01-09T15:28:56Z
61.19.244.226,,TH,,,,false,0.97,2018-04-05T15:57:59Z,2015-01-09T15:29:21Z
195.58.240.151,195-58-240-151.skif.net.,UA,Donetsk,,,false,1.00,2018-04-05T15:57:57Z,2015-01-09T15:30:36Z
87.118.221.164,MSK-RELAY1.POKRMINE.RU.,RU,Moscow,,,false,1.00,2018-04-05T15:57:57Z,2015-01-09T15:32:15Z
81.169.137.5,h2310274.stratoserver.net.,DE,Berlin,,,false,1.00,2018-04-05T15:57:56Z,2015-01-09T15:36:32Z
93.185.57.205,,CZ,Bruntal,,,false,1.00,2018-04-05T15:57:57Z,2015-01-09T15:36:33Z
195.138.74.246,195-138-81-246.broadband.tenet.odessa.ua.,UA,Odesa,,,true,1.00,2018-04-05T15:57:57Z,2015-01-09T15:37:17Z
80.250.61.249,,LV,Vangaži,,,false,1.00,2018-04-05T15:57:57Z,2015-01-09T15:37:42Z
212.25.55.114,,BG,Rousse,,,false,0.79,2018-04-05T15:57:58Z,2015-01-09T15:37:43Z
202.9.47.30,ns.telemax.mn.,MN,Ulan Bator,9.8.2rc1-RedHat-9.8.2-0.37.rc1.el6_7.4,,false,1.00,2018-04-05T15:57:59Z,2015-01-09T15:37:53Z
198.17.222.32,daldns.beckgroup.com.,US,Dallas,,,false,0.83,2018-04-05T15:57:58Z,2015-01-09T15:38:03Z
223.27.245.118,,TH,,,,false,0.97,2018-04-05T15:57:59Z,2015-01-09T15:38:50Z
211.79.156.178,dns.kma.gov.tw.,TW,Taipei,,,false,1.00,2018-04-05T15:57:59Z,2015-01-09T15:40:53Z
81.136.129.106,host81-136-129-106.in-addr.btopenworld.com.,GB,,,,true,1.00,2018-04-05T15:57:57Z,2015-01-09T15:41:07Z
93.123.40.14,,BG,Sozopol,,,false,1.00,2018-04-05T15:57:58Z,2015-01-09T15:43:38Z
84.40.77.247,84-40-77-247.net1.bg.,BG,Sofia,,,false,1.00,2018-04-05T15:57:57Z,2015-01-09T15:43:38Z
58.72.164.3,,KR,,,,false,1.00,2018-04-05T15:58:00Z,2015-01-09T15:45:58Z
109.228.12.153,server109-228-12-153.live-servers.net.,GB,Gloucester,Microsoft DNS 6.1.7600 (1DB04228),,false,1.00,2018-04-05T15:57:57Z,2015-01-09T15:46:10Z
195.110.25.248,ns2.dfz.bg.,BG,Razgrad,,,false,1.00,2018-04-05T15:57:58Z,2015-01-09T15:46:23Z
210.242.157.164,210-242-157-164.HINET-IP.hinet.net.,TW,Taipei,Microsoft DNS 6.1.7601 (1DB15D39),,false,1.00,2018-04-05T15:58:00Z,2015-01-09T15:47:04Z
123.202.35.23,123202035023.ctinets.com.,HK,Tuen Mun,dnsmasq-2.40,,true,1.00,2018-04-05T15:57:59Z,2015-01-09T15:47:07Z
69.152.61.197,ns2.co.el-paso.tx.us.,US,El Paso,,,false,1.00,2018-04-05T15:57:59Z,2015-01-09T15:47:41Z
114.202.2.23,,KR,Uijeongbu-si,,,false,1.00,2018-04-05T15:58:04Z,2015-01-09T15:48:08Z
213.198.238.6,static-213-198-238-6.adsl.eunet.rs.,RS,Belgrade,,,false,0.59,2018-04-05T15:57:59Z,2015-01-09T15:48:54Z
108.211.244.2,,US,,,,false,1.00,2018-04-05T15:58:02Z,2015-01-09T15:49:03Z
109.173.108.162,broadband-109-173-108-162.moscow.rt.ru.,RU,Moscow,,,false,1.00,2018-04-05T15:57:59Z,2015-01-09T15:49:37Z
213.52.60.58,static58.banetele-cust.com.,NO,Karlshus,PowerDNS Recursor 3.7.3,,false,1.00,2018-04-05T15:57:58Z,2015-01-09T15:51:40Z
211.129.155.175,p12175-ipbffx02sapodori.hokkaido.ocn.ne.jp.,JP,Hasuda,,,false,1.00,2018-04-05T15:58:00Z,2015-01-09T15:52:20Z
200.52.130.125,comertel.inext.net.mx.,MX,Cuautitlán Izcalli,,,false,1.00,2018-04-05T15:57:59Z,2015-01-09T15:52:51Z
24.246.130.28,host-24-246-130-28.morrisbb.com.,US,Hendersonville,,,false,0.86,2018-04-05T15:57:59Z,2015-01-09T15:52:54Z
64.84.120.1,,US,Shippensburg,,,false,1.00,2018-04-05T15:58:00Z,2015-01-09T15:54:09Z
200.63.80.10,,AR,La Plata,,,false,1.00,2018-04-05T15:58:00Z,2015-01-09T15:56:43Z
80.59.85.56,56.red-80-59-85.staticip.rima-tde.net.,ES,Soto y Amio,,,false,1.00,2018-04-05T15:58:00Z,2015-01-09T15:57:13Z
80.250.61.193,,LV,Vangaži,,,false,1.00,2018-04-05T15:57:59Z,2015-01-09T15:57:52Z
183.90.168.94,dgmail.morejoke.com.,TH,,Microsoft DNS 6.1.7601 (1DB14A66),,false,1.00,2018-04-05T15:58:03Z,2015-01-09T15:59:39Z
79.175.176.42,,IR,,,,false,0.76,2018-04-05T15:58:03Z,2015-01-09T15:59:40Z
50.48.29.235,,US,Rochester,dnsmasq-2.40,,false,0.97,2018-04-05T15:58:00Z,2015-01-09T15:59:40Z
177.159.232.52,cooperativa.static.gvt.net.br.,BR,Goiânia,dnsmasq-2.47,,true,1.00,2018-04-05T15:58:01Z,2015-01-09T16:00:29Z
203.146.26.8,ns3.ibiznetwork.com.,TH,,Microsoft DNS 6.1.7601 (1DB15D39),,false,0.93,2018-04-05T15:58:12Z,2015-01-09T16:01:36Z
218.38.243.198,,KR,,,,false,1.00,2018-04-05T15:58:02Z,2015-01-09T16:02:18Z
64.239.71.21,dedicated.pstnet.com.,CA,Toronto,,,false,0.55,2018-04-05T15:58:00Z,2015-01-09T16:05:18Z
80.250.61.201,,LV,Vangaži,,,false,1.00,2018-04-05T15:58:00Z,2015-01-09T16:05:49Z
46.238.200.205,static-46-238-200-205.intkomp.net.,PL,Bydgoszcz,,,false,1.00,2018-04-05T15:58:00Z,2015-01-09T16:06:54Z
31.15.45.182,,SE,,,,false,1.00,2018-04-05T15:58:00Z,2015-01-09T16:07:07Z
203.135.231.22,203-135-231-22.ppps.bbiq.jp.,JP,Fukuoka,Microsoft DNS 6.0.6002 (17724D35),,false,0.93,2018-04-05T15:58:13Z,2015-01-09T16:08:28Z
201.116.223.102,static.customer-201-116-223-102.uninet-ide.com.mx.,MX,Querétaro City,,,false,0.97,2018-04-05T15:58:03Z,2015-01-09T16:09:16Z
200.94.79.210,static-200-94-79-210.alestra.net.mx.,MX,Toluca,9.3.6-P1-RedHat-9.3.6-25.P1.el5_11.12,,false,1.00,2018-04-05T15:58:02Z,2015-01-09T16:09:40Z
176.108.44.21,176.108.44.21.hallsys.net.,RS,Backa Palanka,,,false,1.00,2018-04-05T15:58:02Z,2015-01-09T16:10:49Z
5.102.56.145,,CZ,Kraluv Dvur,,,false,1.00,2018-04-05T15:58:00Z,2015-01-09T16:10:49Z
84.10.51.122,84-10-51-122.static.chello.pl.,PL,Warsaw,,,false,1.00,2018-04-05T15:58:00Z,2015-01-09T16:11:49Z
202.3.182.132,132-182-3-202-static.chief.net.tw.,TW,,,,false,1.00,2018-04-05T15:58:02Z,2015-01-09T16:12:21Z
79.120.183.201,corvin.ringier.hu.,HU,Budapest,,,false,1.00,2018-04-05T15:58:01Z,2015-01-09T16:12:59Z
80.250.61.169,,LV,Vangaži,,,false,1.00,2018-04-05T15:58:01Z,2015-01-09T16:13:45Z
110.4.107.206,,KR,Seoul,,,false,1.00,2018-04-05T15:58:06Z,2015-01-09T16:15:50Z
118.43.27.42,,KR,,dnsmasq-2.38,,false,1.00,2018-04-05T15:58:03Z,2015-01-09T16:16:58Z
109.69.160.146,,AL,Durrës,,,false,0.14,2018-04-05T15:58:01Z,2015-01-09T16:17:50Z
69.70.127.170,modemcable170.127-70-69.static.videotron.ca.,CA,Laval,,,false,1.00,2018-04-05T15:58:02Z,2015-01-09T16:18:38Z
41.86.33.132,,SC,Victoria,,,false,0.83,2018-04-05T15:58:04Z,2015-01-09T16:19:00Z
121.153.163.235,,KR,Daejeon,dnsmasq-2.38,,false,1.00,2018-04-05T15:58:03Z,2015-01-09T16:21:22Z
64.84.120.2,inet-dsl-64841202.innernet.net.,US,Shippensburg,,,false,1.00,2018-04-05T15:58:02Z,2015-01-09T16:21:22Z
195.151.239.85,,RU,Moscow,dnsmasq-2.47,,true,0.83,2018-04-05T15:58:01Z,2015-01-09T16:22:04Z
61.19.198.158,,TH,Chiang Mai,,,false,1.00,2018-04-05T15:58:05Z,2015-01-09T16:23:26Z
114.141.2.103,,KR,,,,false,1.00,2018-04-05T15:58:10Z,2015-01-09T16:25:25Z
84.253.181.50,net84-253-181-050.mclink.it.,IT,,ZyWALL DNS,,false,1.00,2018-04-05T15:58:02Z,2015-01-09T16:25:32Z
88.150.249.220,h88-150-249-220.host.redstation.co.uk.,GB,Gosport,Served by PowerDNS - http://www.powerdns.com,,false,1.00,2018-04-05T15:58:02Z,2015-01-09T16:26:46Z
24.37.153.150,modemcable150.153-37-24.static.videotron.ca.,CA,Boucherville,dnsmasq-2.40,,false,1.00,2018-04-05T15:58:02Z,2015-01-09T16:26:57Z
190.90.26.233,,CO,Medellín,,,false,0.93,2018-04-05T15:58:03Z,2015-01-09T16:28:34Z
37.25.4.35,,UA,Kiev,9.8.4-rpz2+rl005.12-P1,,false,0.86,2018-04-05T15:58:03Z,2015-01-09T16:31:14Z
115.133.174.21,,MY,,none of your business,,false,0.86,2018-04-05T15:58:04Z,2015-01-09T16:31:14Z
5.102.56.38,,CZ,Kraluv Dvur,,,false,1.00,2018-04-05T15:58:02Z,2015-01-09T16:31:31Z
93.62.59.22,93-62-59-22.ip21.fastwebnet.it.,IT,Sesto San Giovanni,Microsoft DNS 6.1.7601 (1DB15D39),,false,0.97,2018-04-05T15:58:02Z,2015-01-09T16:31:31Z
109.228.12.156,server109-228-12-156.live-servers.net.,GB,Gloucester,Microsoft DNS 6.1.7600 (1DB04228),,false,1.00,2018-04-05T15:58:02Z,2015-01-09T16:32:31Z
203.94.231.154,,IN,,,,false,0.97,2018-04-05T15:58:07Z,2015-01-09T16:35:34Z
213.157.50.130,mail.globalpnp.com.,KZ,,,,false,1.00,2018-04-05T15:58:05Z,2015-01-09T16:36:09Z
109.164.196.89,89.196.164.109.static.wline.lns.sme.cust.swisscom.ch.,CH,Zurich,dnsmasq-2.48,,true,0.93,2018-04-05T15:58:02Z,2015-01-09T16:38:25Z
176.103.66.73,,UA,,,,false,0.93,2018-04-05T15:58:02Z,2015-01-09T16:38:33Z
188.94.225.129,ip-225-129.nltel.ru.,RU,Moscow,,,false,0.93,2018-04-05T15:58:03Z,2015-01-09T16:39:22Z
41.225.236.81,,TN,,dnsmasq-2.52,,false,1.00,2018-04-05T15:58:04Z,2015-01-09T16:40:32Z
201.156.1.238,na-201-156-1-238.static.avantel.net.mx.,MX,Mexico City,none,,false,0.97,2018-04-05T15:58:04Z,2015-01-09T16:45:01Z
114.141.2.194,,KR,,,,false,1.00,2018-04-05T15:58:09Z,2015-01-09T16:45:22Z
110.15.186.35,mail.nssolution.co.kr.,KR,Seoul,,,false,1.00,2018-04-05T15:58:09Z,2015-01-09T16:46:19Z
79.143.182.174,vmi4548.contabo.host.,DE,,Microsoft DNS 6.1.7601 (1DB15D39),,false,0.93,2018-04-05T15:58:04Z,2015-01-09T16:48:07Z
194.16.65.162,194-16-65-162.customer.telia.com.,SE,,,,false,1.00,2018-04-05T15:58:03Z,2015-01-09T16:50:02Z
183.110.234.99,,KR,,Microsoft DNS 6.1.7601 (1DB14556),,false,1.00,2018-04-05T15:58:06Z,2015-01-09T16:50:51Z
93.87.83.18,93-87-83-18.static.isp.telekom.rs.,RS,,,,true,0.90,2018-04-05T15:58:07Z,2015-01-09T16:52:20Z
89.228.9.58,host-89-228-9-58.dynamic.mm.pl.,PL,Sieroszewice,,,true,0.83,2018-04-05T15:58:04Z,2015-01-09T16:52:31Z
62.97.246.246,246.62-97-246.bkkb.no.,NO,Bergen,,,false,1.00,2018-04-05T15:58:04Z,2015-01-09T16:53:46Z
5.152.215.29,o4v.24livehost.com.,GB,,dnsmasq-2.70,,false,1.00,2018-04-05T15:58:04Z,2015-01-09T16:54:13Z
69.88.246.1,,US,Tacoma,,,false,0.93,2018-04-05T15:58:07Z,2015-01-09T16:54:17Z
190.220.24.253,host253.190-220-24.static.telmex.net.ar.,AR,Buenos Aires,,,false,1.00,2018-04-05T15:58:06Z,2015-01-09T16:54:18Z
223.27.30.163,vmh16983.hosting24.com.au.,AU,Crows Nest,,,false,1.00,2018-04-05T15:58:05Z,2015-01-09T16:54:38Z
61.74.233.98,,KR,Seoul,dnsmasq-2.38,,false,1.00,2018-04-05T15:58:06Z,2015-01-09T16:54:45Z
89.25.183.182,host-89.25.183.182.static.3s.pl.,PL,Chorzów,,,false,0.93,2018-04-05T15:58:04Z,2015-01-09T16:54:55Z
211.232.154.125,static.211-232-154-125.nexg.net.,KR,,,,false,1.00,2018-04-05T15:58:06Z,2015-01-09T16:56:43Z
121.145.109.71,,KR,Hanam,dnsmasq-2.38,,false,1.00,2018-04-05T15:58:06Z,2015-01-09T17:00:31Z
195.24.33.110,,BG,,,,false,0.97,2018-04-05T15:58:05Z,2015-01-09T17:03:25Z
67.213.80.238,ip-67-213-80-238.fibre.fibrestream.ca.,CA,Ottawa,dnsmasq-2.40,,true,1.00,2018-04-05T15:58:05Z,2015-01-09T17:04:06Z
124.66.148.130,,SG,Singapore,,,false,1.00,2018-04-05T15:58:07Z,2015-01-09T17:05:38Z
63.252.13.153,,US,,dnsmasq-2.45,,false,1.00,2018-04-05T15:58:09Z,2015-01-09T17:06:02Z
88.60.107.209,host209-107-static.60-88-b.business.telecomitalia.it.,IT,,dnsmasq-2.15,,false,1.00,2018-04-05T15:58:05Z,2015-01-09T17:07:05Z
23.25.209.14,23-25-209-14-static.hfc.comcastbusiness.net.,US,Attleboro,Microsoft DNS 6.0.6002 (17724D35),,false,0.97,2018-04-05T15:58:06Z,2015-01-09T17:07:24Z
195.151.239.73,,RU,Moscow,dnsmasq-2.47,,true,0.83,2018-04-05T15:58:05Z,2015-01-09T17:08:26Z
77.68.61.114,server77-68-61-114.live-servers.net.,GB,Gloucester,Microsoft DNS 6.0.6002 (17724D35),,false,1.00,2018-04-05T15:58:06Z,2015-01-09T17:09:52Z
195.151.239.127,,RU,Moscow,dnsmasq-2.47,,true,0.83,2018-04-05T15:58:06Z,2015-01-09T17:09:54Z
61.74.233.69,,KR,Seoul,dnsmasq-2.38,,false,1.00,2018-04-05T15:58:08Z,2015-01-09T17:09:55Z
112.154.169.208,,KR,Seoul,dnsmasq-2.33,,false,1.00,2018-04-05T15:58:08Z,2015-01-09T17:11:49Z
177.159.232.50,cooperativa.static.gvt.net.br.,BR,Goiânia,dnsmasq-2.47,,true,1.00,2018-04-05T15:58:07Z,2015-01-09T17:12:16Z
5.135.215.51,exch.netlogic.fr.,FR,,Microsoft DNS 6.1.7601 (1DB15D39),,false,1.00,2018-04-05T15:58:06Z,2015-01-09T17:12:45Z
81.175.26.1,gw.stayonline.no.,NO,Oslo,,,false,1.00,2018-04-05T15:58:07Z,2015-01-09T17:12:59Z
201.116.184.131,ipmmail01.ipmaltamira.com.mx.,MX,Apodaca,Microsoft DNS 6.1.7601 (1DB1446A),,false,1.00,2018-04-05T15:58:07Z,2015-01-09T17:13:10Z
114.202.2.81,,KR,Uijeongbu-si,,,false,1.00,2018-04-05T15:58:12Z,2015-01-09T17:14:45Z
209.18.52.228,vpn.wlvt.org.,US,New Tripoli,Microsoft DNS 6.1.7601 (1DB15D39),,false,1.00,2018-04-05T15:58:07Z,2015-01-09T17:15:50Z
82.177.140.1,,PL,,9.9.5-9+deb8u14-Debian,,false,1.00,2018-04-05T15:58:09Z,2015-01-09T17:17:45Z
220.133.71.90,zass.idv.tw.,TW,Taipei,DNSServer,,false,1.00,2018-04-05T15:58:09Z,2015-01-09T17:17:46Z
115.31.175.82,,TH,Bangkok,9.9.4-RedHat-9.9.4-51.el7_4.2,,false,1.00,2018-04-05T15:58:09Z,2015-01-09T17:18:13Z
220.132.70.132,220-132-70-132.HINET-IP.hinet.net.,TW,Taipei,dnsmasq-2.48,,false,1.00,2018-04-05T15:58:09Z,2015-01-09T17:18:17Z
75.149.94.241,75-149-94-241-Illinois.hfc.comcastbusiness.net.,US,,Microsoft DNS 6.1.7601 (1DB15CD4),,false,0.97,2018-04-05T15:58:08Z,2015-01-09T17:19:14Z
203.238.227.102,,KR,,,,false,1.00,2018-04-05T15:58:13Z,2015-01-09T17:21:02Z
115.160.173.170,mail.adtech.com.hk.,HK,,,,false,0.97,2018-04-05T15:58:10Z,2015-01-09T17:21:14Z
201.232.11.137,static-adsl201-232-11-137.epm.net.co.,CO,Medellín,,,false,0.93,2018-04-05T15:58:09Z,2015-01-09T17:21:33Z
64.161.75.12,,US,Long Beach,Microsoft DNS 6.1.7601 (1DB15D39),,false,1.00,2018-04-05T15:58:09Z,2015-01-09T17:21:36Z
69.152.61.195,ns1.co.el-paso.tx.us.,US,El Paso,,,false,1.00,2018-04-05T15:58:09Z,2015-01-09T17:23:08Z
60.248.234.67,ns1.macrongroup.com.,TW,Taichung,,,false,1.00,2018-04-05T15:58:11Z,2015-01-09T17:23:27Z
203.70.231.156,,TW,Taipei,,,false,1.00,2018-04-05T15:58:10Z,2015-01-09T17:25:09Z
24.72.100.97,static24-72-100-97.wb.rev.accesscomm.ca.,CA,Weyburn,,,false,1.00,2018-04-05T15:58:09Z,2015-01-09T17:25:29Z
211.46.124.34,,KR,Seoul,Microsoft DNS 6.1.7601 (1DB15D39),,false,0.93,2018-04-05T15:58:18Z,2015-01-09T17:29:19Z
200.16.4.38,,PE,Lima,0,,false,1.00,2018-04-05T15:58:10Z,2015-01-09T17:29:20Z
61.123.233.66,winet.wicom.ichinomiya.aichi.jp.,JP,,Microsoft DNS 6.1.7601 (1DB15D39),,false,1.00,2018-04-05T15:58:13Z,2015-01-09T17:29:25Z
81.20.82.131,vs45972a.qualityserver.de.,DE,,Microsoft DNS 6.1.7601 (1DB15D39),,false,1.00,2018-04-05T15:58:09Z,2015-01-09T17:30:17Z
190.53.45.82,,SV,,,,false,1.00,2018-04-05T15:58:10Z,2015-01-09T17:33:05Z
81.6.128.242,,PL,Kielce,,,false,1.00,2018-04-05T15:58:09Z,2015-01-09T17:33:34Z
80.149.83.226,mail.ge-niederrhein.de.,DE,,Microsoft DNS 6.1.7601 (1DB15D39),,false,1.00,2018-04-05T15:58:09Z,2015-01-09T17:33:37Z
93.87.83.14,93-87-83-14.static.isp.telekom.rs.,RS,,,,false,0.93,2018-04-05T15:58:09Z,2015-01-09T17:35:12Z
61.35.22.1,,KR,,9.6-ESV-R3,,false,1.00,2018-04-05T15:58:14Z,2015-01-09T17:36:07Z
184.7.192.37,srv.nalcomwireless.com.,US,Palestine,,,false,0.97,2018-04-05T15:58:11Z,2015-01-09T17:36:24Z
